file,line,type,field,ts_type,optional,nullable,runtime_validator_strictness
design.ts,30,OrderRow,addr,string,no,no,z.string()
design.ts,31,OrderRow,place,string,no,no,z.string() REQUIRED (contrast OrderContextResponse.place nullable)
design.ts,32,OrderRow,client,string,no,no,z.string() REQUIRED (contrast OrderContextResponse.client nullable)
design.ts,33,OrderRow,product,string,no,no,z.string() REQUIRED (contrast Order.product nullable)
design.ts,34,OrderRow,stage,OrderStage,no,no,enum closed
design.ts,36,OrderRow,assigned_to,string|null,no,yes,z.string().nullable()
design.ts,38,OrderRow,due,string|null,no,yes,z.string().nullable()
design.ts,39,OrderRow,pages,number|null,no,yes,z.number().int().nullable()
design.ts,43,OrderFilter,<enum>,"'all'|'active'|'waiting'|'delivered'",no,no,z.enum closed
design.ts,52,OrdersPageResponse,orders,OrderRow[],no,no,z.array
design.ts,53,OrdersPageResponse,total,number,no,no,z.number().int()
design.ts,54,OrdersPageResponse,page,number,no,no,z.number().int()
design.ts,55,OrdersPageResponse,page_size,number,no,no,z.number().int()
design.ts,56,OrdersPageResponse,page_count,number,no,no,z.number().int()
design.ts,58,OrdersPageResponse,query,string,no,no,z.string()
design.ts,59,OrdersPageResponse,filter,OrderFilter,no,no,enum closed
design.ts,73,ManifestValue,label,string,no,no,z.string()
design.ts,74,ManifestValue,value,string,no,no,z.string() REQUIRED NON-NULL (unlike Field.value)
design.ts,75,ManifestValue,pending,boolean,no,no,z.boolean()
design.ts,76,ManifestValue,field_id,string|null,no,yes,z.string().nullable()
design.ts,81,ManifestBlock,id,string,no,no,z.string()
design.ts,82,ManifestBlock,numeral,string,no,no,z.string()
design.ts,83,ManifestBlock,title,string,no,no,z.string()
design.ts,85,ManifestBlock,values,ManifestValue[],no,no,z.array
design.ts,86,ManifestBlock,field_count,number,no,no,z.number().int()
design.ts,87,ManifestBlock,cited,number,no,no,z.number().int()
design.ts,92,GateCheck,id,string,no,no,z.string()
design.ts,93,GateCheck,label,string,no,no,z.string()
design.ts,95,GateCheck,passed,boolean,no,no,z.boolean()
design.ts,96,GateCheck,detail,string|null,no,yes,z.string().nullable()
design.ts,101,CompositionResponse,order_id,string,no,no,z.string()
design.ts,102,CompositionResponse,template_version,string,no,no,z.string()
design.ts,103,CompositionResponse,blocks,ManifestBlock[],no,no,z.array
design.ts,104,CompositionResponse,gates,GateCheck[],no,no,z.array
design.ts,106,CompositionResponse,releasable,boolean,no,no,z.boolean()
design.ts,107,CompositionResponse,blocked_reason,string|null,no,yes,z.string().nullable()
design.ts,114,CompositionResponse,blocked_door,string|null,no,yes,z.string().nullable()
design.ts,116,CompositionResponse,seal_sha256,string|null,no,yes,z.string().nullable() no hex/length check
design.ts,118,CompositionResponse,released_at,string|null,no,yes,z.string().nullable()
design.ts,124,ReleaseRequest,signature,string,no,no,z.string().min(1) NON-EMPTY
design.ts,129,ReleaseResponse,order_id,string,no,no,z.string()
design.ts,130,ReleaseResponse,version,number,no,no,z.number().int()
design.ts,131,ReleaseResponse,seal_sha256,string,no,no,z.string() REQUIRED NON-NULL
design.ts,132,ReleaseResponse,released_at,string,no,no,z.string() REQUIRED NON-NULL
design.ts,140,Artifact,id,string,no,no,z.string()
design.ts,141,Artifact,report_id,string,no,no,z.string()
design.ts,142,Artifact,filename,string,no,no,z.string()
design.ts,143,Artifact,media_type,string,no,no,z.string()
design.ts,144,Artifact,bytes,number,no,no,z.number().int() no min
design.ts,145,Artifact,sha256,string,no,no,z.string() no hex/length check
design.ts,146,Artifact,href,string,no,no,z.string() NOT z.string().url()
design.ts,150,ArtifactsResponse,artifacts,Artifact[],no,no,z.array
design.ts,159,ReissueReasonsResponse,reasons,string[],no,no,z.array(z.string())
design.ts,166,ReissueRequest,reason,string,no,no,z.string().min(1) NON-EMPTY
design.ts,171,ReissueResponse,report,Report,no,no,object required
design.ts,172,ReissueResponse,supersedes,number,no,no,z.number().int() REQUIRED NON-NULL (contrast Report.supersedes)
design.ts,173,ReissueResponse,reason,string,no,no,z.string()
design.ts,180,Countersign,id,string,no,no,z.string()
design.ts,181,Countersign,field_id,string,no,no,z.string()
design.ts,182,Countersign,ruled_by,string,no,no,z.string()
design.ts,183,Countersign,countersigned_by,string,no,no,z.string() REQUIRED NON-NULL
design.ts,184,Countersign,at,string,no,no,z.string()
design.ts,189,CountersignsResponse,order_id,string,no,no,z.string()
design.ts,191,CountersignsResponse,required,object[],no,no,z.array(inline object)
design.ts,193,CountersignsResponse.required[],field_id,string,no,no,z.string()
design.ts,194,CountersignsResponse.required[],path,string,no,no,z.string()
design.ts,195,CountersignsResponse.required[],value,string|null,no,yes,z.string().nullable()
design.ts,196,CountersignsResponse.required[],ruled_by,string,no,no,z.string()
design.ts,197,CountersignsResponse.required[],countersigned_by,string|null,no,yes,z.string().nullable()
design.ts,209,CountersignRequest,signature,string,no,no,z.string().min(1) NON-EMPTY
design.ts,225,RbacLevel,<enum>,"'none'|'view'|'edit'",no,no,z.enum closed
design.ts,229,RbacCell,role,string,no,no,z.string() NOT Role enum
design.ts,230,RbacCell,level,RbacLevel,no,no,enum closed
design.ts,231,RbacCell,locked,boolean,no,no,z.boolean()
design.ts,236,RbacRow,id,string,no,no,z.string()
design.ts,237,RbacRow,module,string,no,no,z.string()
design.ts,238,RbacRow,label,string,no,no,z.string()
design.ts,239,RbacRow,note,string,no,no,z.string()
design.ts,241,RbacRow,live,boolean,no,no,z.boolean()
design.ts,242,RbacRow,cells,RbacCell[],no,no,z.array
design.ts,248,RbacMatrixResponse,roles,string[],no,no,z.array(z.string()) NOT Role enum
design.ts,249,RbacMatrixResponse,rows,RbacRow[],no,no,z.array
design.ts,255,RbacCycleRequest,row_id,string,no,no,z.string() no min(1)
design.ts,256,RbacCycleRequest,role,string,no,no,z.string() no min(1)
design.ts,266,PersonRoleRequest,role,string,no,no,z.string().min(1) NON-EMPTY (not Role enum)
design2.ts,11,QuarantineState,<enum>,"'pending'|'running'|'passed'|'failed'",no,no,z.enum closed
design2.ts,14,QuarantineStep,id,string,no,no,z.string()
design2.ts,15,QuarantineStep,label,string,no,no,z.string()
design2.ts,16,QuarantineStep,state,QuarantineState,no,no,enum closed
design2.ts,18,QuarantineStep,detail,string|null,no,yes,z.string().nullable()
design2.ts,26,OpticalReading,id,string,no,no,z.string()
design2.ts,27,OpticalReading,label,string,no,no,z.string()
design2.ts,28,OpticalReading,value,string,no,no,z.string() (finished label not number)
design2.ts,29,OpticalReading,ok,boolean,no,no,z.boolean() server verdict
design2.ts,30,OpticalReading,note,string|null,no,yes,z.string().nullable()
design2.ts,42,QuarantineResolved,jurisdiction,string,no,no,z.string()
design2.ts,43,QuarantineResolved,state,string,no,no,z.string()
design2.ts,44,QuarantineResolved,county,string,no,no,z.string()
design2.ts,46,QuarantineResolved,page_count_label,string,no,no,z.string()
design2.ts,48,QuarantineResolved,jurisdiction_label,string,no,no,z.string()
design2.ts,50,QuarantineResolved,note_title,string,no,no,z.string()
design2.ts,51,QuarantineResolved,note_body,string,no,no,z.string()
design2.ts,62,QuarantineResponse,order_id,string|null,no,yes,z.string().nullable()
design2.ts,63,QuarantineResponse,sha256,string,no,no,z.string() no hex/length check
design2.ts,64,QuarantineResponse,duplicate_of,string|null,no,yes,z.string().nullable()
design2.ts,65,QuarantineResponse,steps,QuarantineStep[],no,no,z.array
design2.ts,66,QuarantineResponse,optical,OpticalReading[],no,no,z.array
design2.ts,67,QuarantineResponse,resolved,QuarantineResolved|null,no,yes,QuarantineResolved.nullable()
design2.ts,82,TemplateNaMatrix,structurally_absent,string,no,no,z.string() (NOT_PRESENT slot)
design2.ts,83,TemplateNaMatrix,not_found,string,no,no,z.string()
design2.ts,84,TemplateNaMatrix,not_stated,string,no,no,z.string()
design2.ts,85,TemplateNaMatrix,unreadable,string,no,no,z.string() (PRESENT_UNREADABLE slot)
design2.ts,91,TemplateToken,token,string,no,no,z.string()
design2.ts,92,TemplateToken,sample,string,no,no,z.string()
design2.ts,98,TemplateSheetRow,label,string,no,no,z.string()
design2.ts,99,TemplateSheetRow,value,string,no,no,z.string()
design2.ts,101,TemplateSheetRow,mono,boolean,no,no,z.boolean()
design2.ts,106,TemplateSheetBlock,key,string,no,no,z.string()
design2.ts,107,TemplateSheetBlock,title,string,no,no,z.string()
design2.ts,109,TemplateSheetBlock,lock_note,string,no,no,z.string()
design2.ts,110,TemplateSheetBlock,rows,TemplateSheetRow[],no,no,z.array
design2.ts,112,TemplateSheetBlock,wording,string,no,no,z.string()
design2.ts,114,TemplateSheetBlock,baseline,string,no,no,z.string()
design2.ts,115,TemplateSheetBlock,tokens,TemplateToken[],no,no,z.array
design2.ts,117,TemplateSheetBlock,na_matrix,TemplateNaMatrix|null,no,yes,TemplateNaMatrix.nullable()
design2.ts,119,TemplateSheetBlock,overlay_note,string|null,no,yes,z.string().nullable()
design2.ts,124,TemplateStatus,<enum>,"'active'|'draft'",no,no,z.enum closed
design2.ts,128,TemplateSummary,id,string,no,no,z.string()
design2.ts,129,TemplateSummary,name,string,no,no,z.string()
design2.ts,130,TemplateSummary,client,string,no,no,z.string()
design2.ts,131,TemplateSummary,product,string,no,no,z.string()
design2.ts,132,TemplateSummary,version,string,no,no,z.string() (STRING version - contrast Rule.version int)
design2.ts,133,TemplateSummary,status,TemplateStatus,no,no,enum closed
design2.ts,134,TemplateSummary,mapped_fields,number,no,no,z.number().int()
design2.ts,135,TemplateSummary,total_fields,number,no,no,z.number().int()
design2.ts,145,TemplateCatalogResponse,templates,TemplateSummary[],no,no,z.array
design2.ts,146,TemplateCatalogResponse,clients,string[],no,no,z.array(z.string())
design2.ts,147,TemplateCatalogResponse,products,string[],no,no,z.array(z.string())
design2.ts,153,TemplateSampleDoc,id,string,no,no,z.string()
design2.ts,154,TemplateSampleDoc,name,string,no,no,z.string()
design2.ts,155,TemplateSampleDoc,doc_id,string,no,no,z.string()
design2.ts,156,TemplateSampleDoc,uploaded,string,no,no,z.string()
design2.ts,157,TemplateSampleDoc,blocks_extracted,number,no,no,z.number().int()
design2.ts,158,TemplateSampleDoc,notes,string,no,no,z.string()
design2.ts,159,TemplateSampleDoc,snippet,string,no,no,z.string()
design2.ts,161,TemplateSampleDoc,box,string,no,no,z.string() VERBATIM STRING not LineCoords
design2.ts,162,TemplateSampleDoc,page,number,no,no,z.number().int()
design2.ts,168,TemplateDetailResponse,<extends TemplateSummary>,all TemplateSummary fields,no,no,TemplateSummary.extend
design2.ts,169,TemplateDetailResponse,blocks,TemplateSheetBlock[],no,no,z.array
design2.ts,170,TemplateDetailResponse,samples,TemplateSampleDoc[],no,no,z.array
design2.ts,172,TemplateDetailResponse,sha256,string,no,no,z.string()
design2.ts,173,TemplateDetailResponse,source_ref,string,no,no,z.string()
design2.ts,174,TemplateDetailResponse,source_citation,string,no,no,z.string()
design2.ts,176,TemplateDetailResponse,export_spec,string,no,no,z.string()
design2.ts,185,TemplateSaveRequest,wording,Record<string string>,no,no,z.record(z.string() z.string()) no min(1) on values
design2.ts,190,TemplateSaveResponse,id,string,no,no,z.string()
design2.ts,191,TemplateSaveResponse,version,string,no,no,z.string()
design2.ts,192,TemplateSaveResponse,saved_at,string,no,no,z.string()
design2.ts,199,SheetField,path,string,no,no,z.string()
design2.ts,200,SheetField,label,string,no,no,z.string()
design2.ts,203,SheetField,kind,"'text'|'money'|'date'|'select'",no,no,inline z.enum closed
design2.ts,204,SheetField,options,string[],no,no,z.array(z.string()) required (empty for non-select)
design2.ts,205,SheetField,required,boolean,no,no,z.boolean()
design2.ts,209,SheetSection,id,string,no,no,z.string()
design2.ts,210,SheetSection,title,string,no,no,z.string()
design2.ts,211,SheetSection,fields,SheetField[],no,no,z.array
design2.ts,221,CaptureScheduleResponse,order_id,string,no,no,z.string()
design2.ts,222,CaptureScheduleResponse,seat,string,no,no,z.string() NOT TypistSeat enum
design2.ts,223,CaptureScheduleResponse,pages,number,no,no,z.number().int() REQUIRED NON-NULL
design2.ts,224,CaptureScheduleResponse,sections,SheetSection[],no,no,z.array
design2.ts,231,NullStateRow,path,string,no,no,z.string()
design2.ts,232,NullStateRow,label,string,no,no,z.string()
design2.ts,233,NullStateRow,reason,NaReason,no,no,enum closed REQUIRED NON-NULL
design2.ts,234,NullStateRow,renders_as,string,no,no,z.string()
design2.ts,239,JurisdictionRule,id,string,no,no,z.string()
design2.ts,240,JurisdictionRule,code,string,no,no,z.string()
design2.ts,241,JurisdictionRule,text,string,no,no,z.string()
design2.ts,242,JurisdictionRule,applies,boolean,no,no,z.boolean()
design2.ts,243,JurisdictionRule,scope_note,string|null,no,yes,z.string().nullable()
design2.ts,248,JurisdictionResponse,code,string,no,no,z.string()
design2.ts,249,JurisdictionResponse,label,string,no,no,z.string()
design2.ts,250,JurisdictionResponse,baseline_note,string,no,no,z.string()
design2.ts,251,JurisdictionResponse,rules,JurisdictionRule[],no,no,z.array
design2.ts,252,JurisdictionResponse,null_states,NullStateRow[],no,no,z.array
design2.ts,265,RailBadgesResponse,orders_total,number,no,no,z.number().int()
design2.ts,266,RailBadgesResponse,qc,string|null,no,yes,z.string().nullable() finished label
design2.ts,267,RailBadgesResponse,template_version,string,no,no,z.string()
endpoints.ts,33,Ack,ok,true,no,no,z.literal(true)
endpoints.ts,46,CreateOrderRequest,client_id,string,no,no,z.string() no min(1)
endpoints.ts,47,CreateOrderRequest,external_ref,string,no,no,z.string() no min(1)
endpoints.ts,49,CreateOrderRequest,product,string,no,no,z.string() no min(1)
endpoints.ts,55,IngestRejection,rejected,true,no,no,z.literal(true)
endpoints.ts,56,IngestRejection,missing_fields,string[],no,no,z.array(z.string())
endpoints.ts,57,IngestRejection,reason,string,no,no,z.string()
endpoints.ts,68,CreateOrderResponse,order,Order,no,no,object required
endpoints.ts,76,QueueNextResponse,order,Order|null,no,yes,Order.nullable()
endpoints.ts,91,QueueBandId,<enum>,"'mine'|'held'|'in_flight'|'delivered'",no,no,z.enum closed
endpoints.ts,95,QueueBandOrder,id,string,no,no,z.string()
endpoints.ts,96,QueueBandOrder,order_ref,string,no,no,z.string()
endpoints.ts,97,QueueBandOrder,addr,string,no,no,z.string()
endpoints.ts,98,QueueBandOrder,place,string,no,no,z.string()
endpoints.ts,100,QueueBandOrder,waited,string|null,no,yes,z.string().nullable()
endpoints.ts,101,QueueBandOrder,waiting_on,string,no,no,z.string() REQUIRED NON-NULL (contrast LifecycleOrder.waiting_on nullable)
endpoints.ts,103,QueueBandOrder,state_label,string|null,no,yes,z.string().nullable()
endpoints.ts,104,QueueBandOrder,mine,boolean,no,no,z.boolean()
endpoints.ts,109,QueueBand,id,QueueBandId,no,no,enum closed
endpoints.ts,110,QueueBand,title,string,no,no,z.string()
endpoints.ts,111,QueueBand,note,string,no,no,z.string()
endpoints.ts,113,QueueBand,count,number,no,no,z.number().int()
endpoints.ts,114,QueueBand,orders,QueueBandOrder[],no,no,z.array
endpoints.ts,124,QueueBandsResponse,bands,QueueBand[],no,no,z.array
endpoints.ts,134,OrderCensus,fields,number,no,no,z.number().int() REQUIRED
endpoints.ts,135,OrderCensus,auto_confirmed,number,no,no,z.number().int() REQUIRED
endpoints.ts,136,OrderCensus,needs_review,number,no,no,z.number().int() REQUIRED
endpoints.ts,138,OrderCensus,no_source,number,no,no,z.number().int() REQUIRED
endpoints.ts,146,OrderCensus,decisions,number|undefined,yes,no,z.number().int().optional()
endpoints.ts,147,OrderCensus,settled,number|undefined,yes,no,z.number().int().optional()
endpoints.ts,148,OrderCensus,queue_rest,number|undefined,yes,no,z.number().int().optional()
endpoints.ts,156,OrderCensus,remaining,number|undefined,yes,no,z.number().int().optional()
endpoints.ts,163,OrderCensus,verdict_action,string|undefined,yes,no,z.string().optional() free string
endpoints.ts,168,OrderFieldsResponse,order_id,string,no,no,z.string()
endpoints.ts,169,OrderFieldsResponse,fields,Field[],no,no,z.array
endpoints.ts,174,OrderFieldsResponse,census,OrderCensus|undefined,yes,no,OrderCensus.optional()
endpoints.ts,184,ConfirmFieldRequest,value,string|null,no,yes,z.string().nullable() REQUIRED KEY
endpoints.ts,190,CorrectFieldRequest,value,string|null,no,yes,z.string().nullable()
endpoints.ts,191,CorrectFieldRequest,na_reason,string|null|undefined,yes,yes,z.string().nullable().optional() NOT NaReason enum (weaker than Field.na_reason)
endpoints.ts,192,CorrectFieldRequest,reason,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,198,EscalateFieldRequest,question,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,209,PassOrderRequest,reason,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,214,PassOrderResponse,ok,true,no,no,z.literal(true)
endpoints.ts,220,CreateBugRequest,order_id,string,no,no,z.string()
endpoints.ts,221,CreateBugRequest,field_id,string|null|undefined,yes,yes,z.string().nullable().optional()
endpoints.ts,222,CreateBugRequest,description,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,223,CreateBugRequest,upstream_source,string|undefined,yes,no,z.string().optional() (NOT nullable - contrast Bug.upstream_source nullable)
endpoints.ts,236,ResolveEscalationRequest,ruling,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,237,ResolveEscalationRequest,rule,union,no,no,z.union([{rule_id}|{draft}]) REQUIRED - refusal encoded in schema
endpoints.ts,238,ResolveEscalationRequest.rule.a,rule_id,string,no,no,z.string()
endpoints.ts,241,ResolveEscalationRequest.rule.b.draft,text,string,no,no,z.string().min(1)
endpoints.ts,242,ResolveEscalationRequest.rule.b.draft,jurisdiction_scope,string|null|undefined,yes,yes,z.string().nullable().optional()
endpoints.ts,259,GoldenCorrectionRequest,golden_field_id,string,no,no,z.string()
endpoints.ts,260,GoldenCorrectionRequest,corrected_value,string|null,no,yes,z.string().nullable()
endpoints.ts,261,GoldenCorrectionRequest,source_citation,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,262,GoldenCorrectionRequest,reason,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,275,GoldenAffirmRequest,reason,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,288,BlindEntriesRequest,entries,BlindEntryInput[],no,no,z.array(...).min(1) NON-EMPTY ARRAY
endpoints.ts,293,BlindEntriesResponse,accepted,true,no,no,z.literal(true)
endpoints.ts,294,BlindEntriesResponse,entry_ids,string[],no,no,z.array(z.string())
endpoints.ts,301,ReconciliationResponse,order_id,string,no,no,z.string()
endpoints.ts,302,ReconciliationResponse,divergences,Reconciliation[],no,no,z.array
endpoints.ts,312,ReconciliationRulingRequest,path,string,no,no,z.string()
endpoints.ts,313,ReconciliationRulingRequest,ruling_value,string|null,no,yes,z.string().nullable()
endpoints.ts,314,ReconciliationRulingRequest,citation,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,315,ReconciliationRulingRequest,reason,string|undefined,yes,no,z.string().optional()
endpoints.ts,316,ReconciliationRulingRequest,general_rule_draft,object|undefined,yes,no,z.object(...).optional()
endpoints.ts,318,ReconciliationRulingRequest.general_rule_draft,text,string,no,no,z.string().min(1)
endpoints.ts,319,ReconciliationRulingRequest.general_rule_draft,jurisdiction_scope,string|null|undefined,yes,yes,z.string().nullable().optional()
endpoints.ts,333,BenchCell,section,string,no,no,z.string()
endpoints.ts,334,BenchCell,tag,GoldenTag,no,no,enum closed
endpoints.ts,335,BenchCell,fields,number,no,no,z.number().int()
endpoints.ts,336,BenchCell,passed,number,no,no,z.number().int()
endpoints.ts,341,BenchFailRow,path,string,no,no,z.string()
endpoints.ts,342,BenchFailRow,tag,GoldenTag,no,no,enum closed
endpoints.ts,343,BenchFailRow,model_value,string|null,no,yes,z.string().nullable()
endpoints.ts,344,BenchFailRow,seed_value,string|null,no,yes,z.string().nullable()
endpoints.ts,345,BenchFailRow,source_note,string|null,no,yes,z.string().nullable()
endpoints.ts,347,BenchFailRow,golden_field_id,string|null,no,yes,z.string().nullable()
endpoints.ts,352,BenchSection,section,string,no,no,z.string()
endpoints.ts,353,BenchSection,n,number,no,no,z.number().int()
endpoints.ts,354,BenchSection,passed,number,no,no,z.number().int()
endpoints.ts,355,BenchSection,suspect_note,string|null,no,yes,z.string().nullable()
endpoints.ts,356,BenchSection,note,string|null,no,yes,z.string().nullable()
endpoints.ts,357,BenchSection,fails,BenchFailRow[],no,no,z.array
endpoints.ts,362,BenchResultsResponse,run_ref,string,no,no,z.string()
endpoints.ts,363,BenchResultsResponse,seed_version,string,no,no,z.string()
endpoints.ts,364,BenchResultsResponse,total_fields,number,no,no,z.number().int()
endpoints.ts,365,BenchResultsResponse,orders,number,no,no,z.number().int()
endpoints.ts,366,BenchResultsResponse,cells,BenchCell[],no,no,z.array
endpoints.ts,367,BenchResultsResponse,sections,BenchSection[],no,no,z.array
endpoints.ts,374,LeaderboardResponse,cells,LeaderboardCell[],no,no,z.array
endpoints.ts,380,EngineRoutingRequest,jurisdiction,string,no,no,z.string()
endpoints.ts,381,EngineRoutingRequest,section,string,no,no,z.string()
endpoints.ts,382,EngineRoutingRequest,seat,string,no,no,z.string()
endpoints.ts,383,EngineRoutingRequest,engine_id,string,no,no,z.string()
endpoints.ts,384,EngineRoutingRequest,evidence_url,string,no,no,z.string().min(1) NON-EMPTY (not .url())
endpoints.ts,398,MetricsSourceRate,source,string,no,no,z.string()
endpoints.ts,399,MetricsSourceRate,correction_rate,number,no,no,z.number() unbounded
endpoints.ts,400,MetricsSourceRate,n,number,no,no,z.number().int()
endpoints.ts,402,MetricsSourceRate,alarm,boolean,no,no,z.boolean()
endpoints.ts,403,MetricsSourceRate,note,string|null,no,yes,z.string().nullable()
endpoints.ts,408,MetricsBacklogRow,path,string,no,no,z.string()
endpoints.ts,409,MetricsBacklogRow,correction_rate,number,no,no,z.number()
endpoints.ts,410,MetricsBacklogRow,n,number,no,no,z.number().int()
endpoints.ts,416,MetricsResponse,catch_rate,number|null,no,yes,z.number().nullable() REQUIRED KEY
endpoints.ts,417,MetricsResponse,probes_planted,number|null|undefined,yes,yes,optional+nullable (aggregate only)
endpoints.ts,418,MetricsResponse,probes_caught,number|null|undefined,yes,yes,optional+nullable
endpoints.ts,420,MetricsResponse,catch_rate_history,number[]|undefined,yes,no,z.array(z.number()).optional()
endpoints.ts,422,MetricsResponse,catch_rate_floor,number|null|undefined,yes,yes,optional+nullable
endpoints.ts,423,MetricsResponse,correction_rate,number|null|undefined,yes,yes,optional+nullable
endpoints.ts,424,MetricsResponse,fields_reviewed,number|null|undefined,yes,yes,optional+nullable int
endpoints.ts,425,MetricsResponse,corrected,number|null|undefined,yes,yes,optional+nullable int
endpoints.ts,426,MetricsResponse,median_minutes_per_order,number|null|undefined,yes,yes,optional+nullable (order-level not per-person)
endpoints.ts,427,MetricsResponse,auto_confirm_rate,number|null|undefined,yes,yes,optional+nullable
endpoints.ts,428,MetricsResponse,auto_sample_correction_rate,number|null|undefined,yes,yes,optional+nullable
endpoints.ts,429,MetricsResponse,auto_sample_n,number|null|undefined,yes,yes,optional+nullable int
endpoints.ts,430,MetricsResponse,escalations_per_100,number|null|undefined,yes,yes,optional+nullable
endpoints.ts,431,MetricsResponse,escalations_per_100_history,number[]|undefined,yes,no,optional array
endpoints.ts,432,MetricsResponse,escalations_this_week,number|null|undefined,yes,yes,optional+nullable int
endpoints.ts,433,MetricsResponse,correction_by_source,MetricsSourceRate[]|undefined,yes,no,optional array
endpoints.ts,434,MetricsResponse,field_backlog,MetricsBacklogRow[]|undefined,yes,no,optional array
endpoints.ts,440,MetricsResponse,blind_fifty,object|undefined,yes,no,inline z.object(...).optional()
endpoints.ts,442,MetricsResponse.blind_fifty,orders_total,number,no,no,z.number().int()
endpoints.ts,443,MetricsResponse.blind_fifty,submitted_a,number,no,no,z.number().int()
endpoints.ts,444,MetricsResponse.blind_fifty,submitted_b,number,no,no,z.number().int()
endpoints.ts,445,MetricsResponse.blind_fifty,ready_for_reconciliation,number,no,no,z.number().int()
endpoints.ts,446,MetricsResponse.blind_fifty,oldest_waiting_days,number|null,no,yes,z.number().nullable()
endpoints.ts,447,MetricsResponse.blind_fifty,reconciled,number,no,no,z.number().int()
endpoints.ts,448,MetricsResponse.blind_fifty,drafts_pending,number,no,no,z.number().int()
endpoints.ts,449,MetricsResponse.blind_fifty,judgment_fields_reconciled,number,no,no,z.number().int()
endpoints.ts,450,MetricsResponse.blind_fifty,judgment_fields_target,number,no,no,z.number().int()
endpoints.ts,451,MetricsResponse.blind_fifty,orders,object[],no,no,z.array(inline)
endpoints.ts,453,MetricsResponse.blind_fifty.orders[],order_ref,string,no,no,z.string()
endpoints.ts,454,MetricsResponse.blind_fifty.orders[],jurisdiction,string,no,no,z.string()
endpoints.ts,455,MetricsResponse.blind_fifty.orders[],a_submitted,"'submitted'|'in_progress'|'not_started'",no,no,inline z.enum closed
endpoints.ts,456,MetricsResponse.blind_fifty.orders[],b_submitted,"'submitted'|'in_progress'|'not_started'",no,no,inline z.enum closed
endpoints.ts,457,MetricsResponse.blind_fifty.orders[],reconciliation,string|null,no,yes,z.string().nullable()
endpoints.ts,458,MetricsResponse.blind_fifty.orders[],golden_line,string|null,no,yes,z.string().nullable()
endpoints.ts,459,MetricsResponse.blind_fifty.orders[],drafts,string|null,no,yes,z.string().nullable()
endpoints.ts,462,MetricsResponse.blind_fifty,section_coverage,object[],no,no,z.array(inline)
endpoints.ts,464,MetricsResponse.blind_fifty.section_coverage[],section,string,no,no,z.string()
endpoints.ts,465,MetricsResponse.blind_fifty.section_coverage[],fields,number,no,no,z.number().int()
endpoints.ts,466,MetricsResponse.blind_fifty.section_coverage[],note,string|null,no,yes,z.string().nullable()
endpoints.ts,467,MetricsResponse.blind_fifty.section_coverage[],warn,boolean,no,no,z.boolean()
endpoints.ts,473,MetricsResponse,<catchall>,unknown,n/a,n/a,.catchall(z.unknown()) OPEN SHAPE - unknown keys pass validation
endpoints.ts,482,DerivedSignalResponse,signal,string,no,no,z.string()
endpoints.ts,483,DerivedSignalResponse,title,string,no,no,z.string()
endpoints.ts,484,DerivedSignalResponse,note,string|null,no,yes,z.string().nullable()
endpoints.ts,485,DerivedSignalResponse,rows,object[],no,no,z.array(inline)
endpoints.ts,487,DerivedSignalResponse.rows[],head,string,no,no,z.string()
endpoints.ts,488,DerivedSignalResponse.rows[],body,string,no,no,z.string()
endpoints.ts,489,DerivedSignalResponse.rows[],meta,string|null,no,yes,z.string().nullable()
endpoints.ts,490,DerivedSignalResponse.rows[],order_id,string|null,no,yes,z.string().nullable()
endpoints.ts,499,CreateComplaintRequest,order_id,string,no,no,z.string()
endpoints.ts,500,CreateComplaintRequest,field_path,string,no,no,z.string()
endpoints.ts,501,CreateComplaintRequest,client_value,string|null|undefined,yes,yes,z.string().nullable().optional()
endpoints.ts,502,CreateComplaintRequest,description,string|undefined,yes,no,z.string().optional()
endpoints.ts,513,ResolveComplaintRequest,resolution,string,no,no,z.string().min(1) NON-EMPTY
endpoints.ts,514,ResolveComplaintRequest,rule,union,no,no,z.union REQUIRED - refusal encoded
endpoints.ts,515,ResolveComplaintRequest.rule.a,rule_id,string,no,no,z.string()
endpoints.ts,518,ResolveComplaintRequest.rule.b.draft,text,string,no,no,z.string().min(1)
endpoints.ts,519,ResolveComplaintRequest.rule.b.draft,jurisdiction_scope,string|null|undefined,yes,yes,nullable+optional
endpoints.ts,523,ResolveComplaintRequest,golden_offer_accepted,boolean|undefined,yes,no,z.boolean().optional() (NOT nullable - contrast Complaint.golden_offer_accepted nullable)
endpoints.ts,534,AuditEntry,id,string,no,no,z.string()
endpoints.ts,535,AuditEntry,actor_id,string,no,no,z.string()
endpoints.ts,536,AuditEntry,action,string,no,no,z.string() OPEN vocabulary (not Action union)
endpoints.ts,537,AuditEntry,entity,string,no,no,z.string()
endpoints.ts,538,AuditEntry,entity_id,string,no,no,z.string()
